model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,brand
 GLC Class,2016,20990,Automatic,44013,Diesel,125.0,56.5,2.1,Merc
 Aygo,2017,7150,Manual,5612,Petrol,0.0,69.0,1.0,toyota
 A3,2014,10998,Manual,53664,Petrol,30.0,57.6,1.2,Audi
 C Class,2014,14498,Semi-Auto,39442,Diesel,20.0,64.2,2.1,Merc
 Tiguan,2019,28990,Semi-Auto,12000,Diesel,145.0,39.8,2.0,VW
 C Class,2014,11750,Semi-Auto,77043,Diesel,20.0,64.2,2.1,Merc
 Astra,2017,9990,Manual,40967,Petrol,125.0,51.4,1.4,Vauxhall
 A6,2016,19465,Automatic,69807,Diesel,125.0,58.9,2.0,Audi
 Tucson,2016,12298,Manual,35153,Diesel,30.0,61.7,1.7,Hyundi
 EcoSport,2019,16000,Manual,5847,Petrol,145.0,53.3,1.0,Ford
 SLK,2007,6495,Automatic,69000,Petrol,325.0,32.1,1.8,Merc
 Focus,2019,17610,Automatic,7886,Petrol,145.0,54.3,1.0,Focus
 Q7,2019,42800,Automatic,4000,Diesel,145.0,33.6,3.0,Audi
 V Class,2019,39897,Semi-Auto,5927,Diesel,145.0,44.8,2.2,Merc
 C Class,2018,26000,Automatic,16250,Petrol,145.0,54.3,1.5,cclass
 A5,2019,26000,Automatic,10891,Petrol,145.0,39.8,2.0,Audi
 Focus,2019,15580,Manual,16052,Diesel,145.0,54.3,1.5,Focus
 C Class,2019,29998,Semi-Auto,836,Petrol,145.0,54.3,2.0,cclass
 Aygo,2019,9349,Manual,4000,Petrol,145.0,56.5,1.0,toyota
 Superb,2019,22390,Manual,4531,Petrol,150.0,42.2,1.5,Skoda
 Fiesta,2015,5995,Manual,78000,Petrol,125.0,54.3,1.2,Ford
 Kuga,2018,18200,Automatic,2331,Diesel,145.0,47.9,2.0,Ford
 CL Class,2018,22799,Semi-Auto,3415,Diesel,145.0,67.3,2.1,Merc
 RS6,2020,97500,Semi-Auto,3220,Petrol,150.0,22.1,4.0,Audi
 Touareg,2015,20490,Semi-Auto,35000,Diesel,235.0,42.8,3.0,VW
 A7,2016,26950,Semi-Auto,8915,Diesel,160.0,52.3,3.0,Audi
 Up,2013,5395,Manual,34515,Petrol,20.0,60.1,1.0,VW
 Aygo,2019,8900,Manual,5897,Petrol,145.0,56.5,1.0,toyota
 2 Series,2014,12302,Manual,31676,Diesel,125.0,58.9,2.0,BMW
 Octavia,2019,18499,Manual,2650,Diesel,145.0,55.4,2.0,Skoda
 Astra,2019,15250,Semi-Auto,4150,Petrol,145.0,51.4,1.4,Vauxhall
 Focus,2015,8498,Manual,47219,Diesel,0.0,74.3,1.5,Ford
 Focus,2019,20950,Automatic,6428,Diesel,145.0,54.3,2.0,Focus
 Focus,2018,14500,Manual,18500,Petrol,150.0,60.1,1.0,Ford
 Q3,2019,32888,Semi-Auto,6022,Petrol,145.0,32.1,2.0,Audi
 Yeti Outdoor,2017,13990,Semi-Auto,27500,Petrol,145.0,51.4,1.2,Skoda
 I10,2016,6310,Manual,9856,Petrol,20.0,61.4,1.0,Hyundi
 Kona,2019,14985,Manual,11372,Petrol,145.0,44.1,1.0,Hyundi
 Focus,2019,16395,Manual,11594,Diesel,145.0,54.3,1.5,Focus
 Fabia,2019,10995,Manual,2323,Petrol,145.0,57.7,1.0,Skoda
 Fiesta,2016,8990,Manual,14088,Petrol,0.0,65.7,1.0,Ford
 Tucson,2019,25499,Semi-Auto,4899,Petrol,145.0,35.8,1.6,Hyundi
 Focus,2012,4499,Manual,93193,Petrol,145.0,47.9,1.6,Ford
 X1,2017,18995,Semi-Auto,30872,Diesel,145.0,57.6,2.0,BMW
 Polo,2020,17590,Manual,1259,Petrol,145.0,49.6,1.0,VW
 Grandland X,2019,15180,Manual,15114,Diesel,145.0,56.5,1.5,Vauxhall
 TT,2007,5995,Automatic,93392,Petrol,565.0,29.7,3.2,Audi
 Q2,2018,16200,Manual,30116,Petrol,145.0,55.4,1.0,Audi
 A1,2017,11495,Manual,35290,Petrol,150.0,57.6,1.4,Audi
 Corsa,2019,10695,Manual,8238,Petrol,145.0,43.5,1.4,Vauxhall
 Polo,2017,12950,Semi-Auto,11481,Petrol,20.0,60.1,1.2,VW
 Fabia,2019,10580,Manual,6833,Petrol,145.0,57.7,1.0,Skoda
 Mokka,2015,7700,Manual,29629,Petrol,200.0,40.9,1.6,Vauxhall
 Mokka X,2018,13995,Semi-Auto,9000,Petrol,145.0,37.2,1.4,Vauxhall
 Galaxy,2017,19289,Manual,28492,Diesel,145.0,56.5,2.0,Ford
 Tiguan,2019,27990,Semi-Auto,3528,Diesel,145.0,45.6,2.0,VW
 GLE Class,2016,28500,Automatic,20000,Diesel,205.0,47.9,2.1,Merc
 S-MAX,2020,33000,Semi-Auto,1500,Diesel,150.0,43.5,2.0,Ford
 E Class,2015,15490,Semi-Auto,28002,Diesel,125.0,61.4,2.1,Merc
 C Class,2019,29000,Semi-Auto,4998,Petrol,145.0,44.1,2.0,Merc
 A4,2018,22650,Semi-Auto,16249,Petrol,145.0,50.4,2.0,Audi
 Focus,2018,13289,Manual,22058,Petrol,145.0,57.7,1.0,Ford
 Tucson,2017,12698,Manual,18624,Diesel,30.0,61.7,1.7,Hyundi
 A Class,2017,16950,Automatic,29262,Diesel,145.0,68.9,2.1,Merc
 C Class,2017,15280,Manual,27832,Diesel,145.0,72.4,1.6,Merc
 Focus,2017,11841,Manual,17434,Petrol,145.0,54.3,1.0,Focus
 3 Series,2017,18300,Automatic,39594,Diesel,160.0,51.4,3.0,BMW
 Corsa,2016,6200,Manual,45914,Diesel,0.0,83.1,1.2,Vauxhall
 2 Series,2018,20595,Semi-Auto,5500,Petrol,145.0,38.2,2.0,BMW
 Caddy Maxi Life,2014,11995,Manual,30393,Diesel,205.0,48.7,1.6,VW
 A1,2017,13400,Semi-Auto,22653,Petrol,145.0,64.2,1.0,Audi
 Focus,2017,11900,Manual,21791,Petrol,145.0,60.1,1.0,Ford
 I20,2015,8995,Manual,11468,Petrol,125.0,51.4,1.4,Hyundi
 A Class,2017,19998,Automatic,22755,Petrol,145.0,45.6,2.0,Merc
 Kuga,2015,12000,Manual,28676,Diesel,125.0,60.1,2.0,Ford
 Focus,2018,10700,Manual,22749,Petrol,145.0,54.3,1.0,Focus
 C-MAX,2017,11290,Manual,19089,Diesel,20.0,68.9,1.5,Ford
 Karoq,2018,17450,Manual,6368,Petrol,150.0,53.3,1.0,Skoda
 Touareg,2017,26390,Automatic,13752,Diesel,150.0,42.8,3.0,VW
 Mokka X,2019,12292,Manual,12705,Petrol,145.0,39.2,1.4,Vauxhall
 A Class,2020,26999,Semi-Auto,2000,Diesel,145.0,62.8,1.5,Merc
 Yaris,2016,11895,Automatic,23000,Hybrid,0.0,86.0,1.5,toyota
 Tiguan,2017,17441,Manual,23400,Petrol,150.0,48.7,1.4,VW
 Focus,2016,9082,Manual,41940,Diesel,145.0,54.3,1.5,Focus
 I20,2016,8000,Manual,19398,Petrol,30.0,58.9,1.2,Hyundi
 Citigo,2013,5990,Manual,36845,Petrol,20.0,62.8,1.0,Skoda
 EcoSport,2019,15495,Automatic,14447,Petrol,145.0,45.6,1.0,Ford
 Golf,2017,15745,Manual,16422,Petrol,20.0,60.1,1.4,VW
 X1,2019,24550,Manual,3228,Petrol,145.0,51.4,1.5,BMW
 1 Series,2017,19845,Semi-Auto,20000,Petrol,205.0,39.8,3.0,BMW
 Meriva,2009,1795,Manual,90771,Petrol,160.0,44.1,1.4,Vauxhall
 C Class,2019,39995,Semi-Auto,4604,Petrol,150.0,29.4,3.0,Merc
 A1,2019,23946,Automatic,500,Petrol,145.0,44.1,1.0,Audi
 A3,2019,24000,Manual,100,Diesel,145.0,52.3,1.6,Audi
 Fiesta,2016,9489,Semi-Auto,18708,Petrol,145.0,47.9,1.6,Ford
 GLC Class,2017,25800,Semi-Auto,15334,Diesel,145.0,56.5,2.1,Merc
 Kuga,2017,16350,Manual,24008,Diesel,145.0,54.3,2.0,Ford
 Karoq,2019,19790,Automatic,14453,Petrol,145.0,51.4,1.5,Skoda
 Fiesta,2017,8500,Manual,22718,Petrol,125.0,54.3,1.2,Ford
 Corsa,2015,5298,Manual,35400,Petrol,125.0,51.4,1.4,Vauxhall
 Fiesta,2016,8600,Manual,28165,Petrol,125.0,54.3,1.2,Ford
 Golf,2019,11995,Manual,12402,Petrol,150.0,49.6,1.0,VW
 E Class,2014,16872,Semi-Auto,23435,Diesel,160.0,47.9,3.0,Merc
 3 Series,2016,14500,Automatic,30284,Diesel,30.0,65.7,2.0,BMW
 4 Series,2016,19881,Semi-Auto,21972,Diesel,30.0,65.7,2.0,BMW
 Yaris,2019,10710,Manual,7122,Petrol,145.0,47.9,1.5,toyota
 A5,2019,25000,Automatic,8571,Diesel,145.0,46.3,2.0,Audi
 Fabia,2017,11995,Automatic,14750,Petrol,145.0,61.4,1.0,Skoda
 Tucson,2016,14093,Manual,65000,Diesel,145.0,54.3,2.0,Hyundi
 Mokka X,2017,11000,Semi-Auto,35562,Diesel,150.0,56.5,1.6,Vauxhall
 Superb,2018,18650,Manual,6515,Petrol,145.0,40.9,1.5,Skoda
 Tiguan Allspace,2019,34495,Semi-Auto,9900,Diesel,150.0,38.7,2.0,VW
 Citigo,2018,7495,Manual,9600,Petrol,145.0,64.2,1.0,Skoda
 Tiguan,2017,19990,Semi-Auto,24990,Diesel,150.0,57.6,2.0,VW
 Corsa,2015,6790,Manual,48232,Diesel,0.0,83.1,1.3,Vauxhall
 Karoq,2019,22999,Manual,6693,Diesel,145.0,42.8,2.0,Skoda
 Fiesta,2017,8995,Manual,22084,Petrol,125.0,54.3,1.2,Ford
 A5,2012,8795,Manual,78807,Diesel,30.0,61.4,2.0,Audi
 C Class,2016,19298,Semi-Auto,27644,Diesel,145.0,54.3,2.1,cclass
 Polo,2019,20485,Semi-Auto,3271,Petrol,145.0,39.8,2.0,VW
 S Class,2017,31998,Semi-Auto,20224,Diesel,160.0,52.3,3.0,Merc
 Aygo,2017,7650,Manual,12134,Petrol,0.0,68.9,1.0,toyota
 Focus,2017,11990,Manual,17212,Diesel,145.0,54.3,1.5,Focus
 Astra,2014,3695,Manual,79777,Petrol,165.0,44.8,1.6,Vauxhall
 Golf,2019,17499,Manual,6761,Petrol,145.0,47.1,1.5,VW
 Tucson,2019,17495,Manual,5000,Petrol,145.0,34.9,1.6,Hyundi
 TT,2015,16499,Manual,23886,Diesel,30.0,65.7,2.0,Audi
 Polo,2019,15990,Semi-Auto,2186,Petrol,145.0,45.6,1.0,VW
 3 Series,2015,10000,Automatic,99530,Diesel,30.0,67.3,2.0,BMW
 Kodiaq,2017,19790,Manual,28259,Diesel,150.0,51.4,2.0,Skoda
 Focus,2013,10899,Manual,55865,Petrol,145.0,54.3,2.0,Focus
 1 Series,2013,9899,Manual,32102,Petrol,145.0,50.4,1.6,BMW
 3 Series,2014,8800,Manual,84392,Diesel,30.0,62.8,2.0,BMW
 A1,2015,11300,Semi-Auto,34540,Petrol,30.0,57.6,1.4,Audi
 Fiesta,2018,11000,Manual,16301,Petrol,145.0,56.5,1.0,Ford
 Fiesta,2019,22450,Manual,1182,Petrol,145.0,40.4,1.5,Ford
 Up,2019,9885,Manual,10,Petrol,145.0,54.3,1.0,VW
 2 Series,2018,16470,Semi-Auto,18323,Diesel,145.0,56.5,1.5,BMW
 Octavia,2017,10698,Semi-Auto,25669,Diesel,150.0,72.4,1.6,Skoda
 Golf,2018,21995,Semi-Auto,16581,Hybrid,140.0,166.2,1.4,VW
 Kuga,2017,16570,Semi-Auto,19876,Diesel,150.0,54.3,2.0,Ford
 C Class,2018,27998,Semi-Auto,6787,Diesel,145.0,54.3,2.0,cclass
 A1,2012,5990,Manual,80000,Diesel,0.0,74.3,1.6,Audi
 Astra,2017,11495,Manual,13500,Petrol,145.0,51.4,1.4,Vauxhall
 A4,2019,24500,Automatic,4800,Diesel,145.0,50.4,2.0,Audi
 Focus,2017,10150,Manual,18291,Petrol,145.0,61.4,1.0,Ford
 X5,2019,51000,Semi-Auto,6000,Diesel,150.0,37.7,3.0,BMW
 Fiesta,2015,7780,Manual,43008,Petrol,0.0,65.7,1.0,Ford
 EcoSport,2016,9389,Manual,24607,Petrol,125.0,52.3,1.0,Ford
 2 Series,2019,19990,Manual,6361,Diesel,145.0,51.4,2.0,BMW
 Yaris,2018,12800,Automatic,20436,Hybrid,135.0,76.3,1.5,toyota
 Polo,2019,15985,Manual,3205,Petrol,145.0,52.3,1.0,VW
 Fiesta,2015,6698,Manual,36895,Diesel,0.0,76.4,1.5,Ford
 Fabia,2017,7559,Manual,25985,Petrol,150.0,64.2,1.0,Skoda
 Fiesta,2011,4495,Manual,66000,Diesel,20.0,68.9,1.4,Ford
 Focus,2018,18990,Manual,8624,Petrol,145.0,54.3,2.0,Focus
 Aygo,2017,7500,Manual,13323,Petrol,150.0,68.9,1.0,toyota
 Astra,2017,9240,Manual,7903,Petrol,125.0,52.3,1.4,Vauxhall
 S Class,2019,56499,Automatic,582,Hybrid,135.0,122.9,3.0,Merc
 Galaxy,2018,13985,Manual,55203,Diesel,150.0,56.5,2.0,Ford
 Polo,2017,7600,Manual,36578,Petrol,145.0,60.1,1.0,VW
 Passat,2016,11852,Manual,66439,Diesel,20.0,68.9,2.0,VW
 X2,2019,24995,Semi-Auto,4980,Diesel,145.0,52.3,2.0,BMW
 A3,2015,11270,Semi-Auto,33142,Petrol,20.0,60.1,1.4,Audi
 B-MAX,2014,6499,Manual,40213,Petrol,30.0,55.4,1.0,Ford
 Polo,2016,9990,Manual,11780,Petrol,20.0,60.1,1.2,VW
 Fiesta,2018,12495,Manual,22980,Petrol,150.0,58.9,1.0,Ford
 Tucson,2015,10998,Manual,47284,Diesel,30.0,61.7,1.7,Hyundi
 I30,2019,23995,Manual,150,Petrol,150.0,34.0,2.0,Hyundi
 A Class,2020,25879,Semi-Auto,1000,Petrol,145.0,53.3,1.3,Merc
 Zafira,2017,10630,Manual,30728,Petrol,200.0,41.5,1.4,Vauxhall
 2 Series,2020,29991,Semi-Auto,1500,Petrol,145.0,47.9,2.0,BMW
 X4,2019,33995,Semi-Auto,7141,Diesel,145.0,42.8,2.0,BMW
 Focus,2016,8500,Manual,61087,Diesel,0.0,74.3,1.5,Ford
 C Class,2019,31650,Automatic,7546,Petrol,145.0,54.3,2.0,cclass
 GLC Class,2018,26990,Semi-Auto,7364,Diesel,145.0,41.5,2.1,Merc
 Verso,2016,14995,Automatic,13000,Petrol,200.0,42.8,1.8,toyota
 EcoSport,2017,9410,Manual,24376,Petrol,125.0,53.3,1.0,Ford
 X3,2019,36490,Automatic,5277,Diesel,145.0,48.7,3.0,BMW
 Corsa,2019,8750,Manual,8451,Petrol,145.0,43.5,1.4,Vauxhall
 Mokka X,2019,14399,Automatic,16030,Petrol,145.0,37.2,1.4,Vauxhall
 8 Series,2019,65000,Automatic,11111,Petrol,150.0,26.9,4.4,BMW
 4 Series,2014,14990,Semi-Auto,43000,Diesel,150.0,56.5,2.0,BMW
 GLC Class,2016,22995,Semi-Auto,30000,Diesel,125.0,56.5,2.1,Merc
 A Class,2019,20998,Semi-Auto,18881,Diesel,145.0,67.3,1.5,Merc
 Focus,2013,6750,Manual,70000,Diesel,125.0,56.5,2.0,Ford
 Focus,2017,11800,Manual,6859,Petrol,20.0,60.1,1.0,Ford
 M4,2015,29990,Semi-Auto,26637,Petrol,300.0,34.0,3.0,BMW
 Karoq,2018,18990,Manual,13037,Petrol,145.0,51.4,1.5,Skoda
 Yeti Outdoor,2017,15985,Manual,20021,Diesel,145.0,55.4,2.0,Skoda
 T-Cross,2020,20490,Automatic,1598,Petrol,145.0,45.6,1.0,VW
 Golf,2016,12998,Manual,11330,Petrol,30.0,53.3,1.4,VW
 Corsa,2020,16998,Manual,10,Petrol,150.0,52.3,1.2,Vauxhall
 E Class,2016,18902,Semi-Auto,44987,Diesel,20.0,67.3,2.0,Merc
 Polo,2019,13900,Manual,2500,Petrol,145.0,48.7,1.0,VW
 Land Cruiser,2019,39498,Semi-Auto,12543,Diesel,145.0,30.1,2.8,toyota
 Kuga,2017,14000,Automatic,14722,Petrol,235.0,38.2,1.5,Ford
 C Class,2019,25349,Semi-Auto,9728,Petrol,145.0,46.3,1.5,Merc
 CLS Class,2013,12795,Automatic,59210,Diesel,200.0,46.3,3.0,Merc
 Octavia,2018,12698,Semi-Auto,2956,Petrol,145.0,61.4,1.0,Skoda
 A3,2016,12698,Manual,39154,Petrol,20.0,60.1,1.4,Audi
 C Class,2018,19840,Automatic,14467,Diesel,145.0,61.4,2.1,Merc
 Focus,2016,10000,Manual,19785,Petrol,145.0,54.3,1.0,Focus
 Corsa,2018,8500,Manual,12485,Petrol,150.0,55.4,1.4,Vauxhall
 C Class,2019,27499,Semi-Auto,1211,Diesel,145.0,58.9,1.6,Merc
 Polo,2016,13100,Manual,24787,Petrol,145.0,47.0,1.8,VW
 C Class,2019,26396,Automatic,2638,Petrol,145.0,45.6,1.5,Merc
 A1,2016,14991,Manual,21257,Petrol,30.0,55.4,1.4,Audi
 Q2,2019,21691,Manual,5998,Diesel,145.0,47.9,1.6,Audi
 Superb,2019,16490,Manual,9519,Diesel,145.0,65.7,2.0,Skoda
 C Class,2020,35900,Automatic,3000,Diesel,145.0,61.4,2.0,Merc
 Up,2016,4995,Manual,47183,Petrol,20.0,62.8,1.0,VW
 Fiesta,2018,11999,Manual,16379,Petrol,150.0,65.7,1.0,Ford
 Touareg,2018,36991,Semi-Auto,15297,Diesel,150.0,34.0,3.0,VW
 Fabia,2019,12999,Manual,5115,Petrol,145.0,51.4,1.0,Skoda
 I10,2017,9500,Semi-Auto,17120,Petrol,145.0,47.9,1.2,Hyundi
 Focus,2018,12998,Manual,22253,Petrol,145.0,54.3,1.0,Focus
 C Class,2019,27099,Semi-Auto,1327,Petrol,145.0,45.6,1.5,Merc
 Up,2017,7182,Manual,26500,Petrol,145.0,64.2,1.0,VW
 Focus,2016,16920,Manual,16825,Petrol,200.0,41.5,2.0,Ford
 Fiesta,2016,7058,Manual,15140,Petrol,125.0,54.3,1.2,Ford
 Citigo,2017,6999,Manual,13275,Petrol,145.0,68.9,1.0,Skoda
 Golf,2018,14995,Manual,28619,Diesel,150.0,57.7,1.6,VW
 Aygo,2019,10722,Semi-Auto,1421,Petrol,150.0,56.5,1.0,toyota
 Yeti Outdoor,2017,12200,Manual,28445,Petrol,145.0,51.4,1.2,Skoda
 3 Series,2012,8990,Manual,59000,Diesel,145.0,55.4,2.0,BMW
 Tiguan,2018,22495,Manual,6257,Petrol,150.0,40.4,1.4,VW
 C Class,2016,15249,Automatic,30954,Petrol,145.0,54.3,2.0,cclass
 A Class,2014,12700,Automatic,33703,Diesel,20.0,64.2,2.1,Merc
 Focus,2015,7561,Manual,63630,Diesel,145.0,54.3,1.6,Focus
 Focus,2017,18500,Manual,12965,Petrol,145.0,41.5,2.0,Ford
 GLC Class,2020,41980,Semi-Auto,1120,Diesel,145.0,40.9,2.0,Merc
 B-MAX,2014,5998,Manual,69078,Petrol,30.0,57.7,1.0,Ford
 Yeti Outdoor,2017,15475,Manual,36400,Diesel,145.0,55.4,2.0,Skoda
 Q5,2015,22797,Semi-Auto,39378,Diesel,265.0,41.5,3.0,Audi
 Yeti Outdoor,2017,13295,Semi-Auto,18464,Petrol,125.0,51.4,1.2,Skoda
 Tucson,2019,23480,Semi-Auto,7469,Hybrid,145.0,50.4,1.6,Hyundi
 Focus,2019,15695,Manual,18800,Petrol,145.0,54.3,1.0,Focus
 E Class,2019,47770,Automatic,1005,Petrol,145.0,32.5,3.0,Merc
 A Class,2020,25890,Semi-Auto,1499,Petrol,145.0,53.3,1.3,Merc
 C Class,2019,31980,Semi-Auto,16,Diesel,145.0,61.4,2.0,Merc
 Ka+,2018,9791,Manual,4799,Petrol,145.0,43.5,1.2,Ford
 Focus,2016,9470,Manual,40519,Diesel,0.0,74.3,1.5,Ford
 Superb,2016,13995,Semi-Auto,47600,Petrol,160.0,45.6,2.0,Skoda
 Golf,2011,5995,Manual,76873,Diesel,30.0,65.7,2.0,VW
 5 Series,2019,30980,Automatic,2386,Diesel,145.0,65.7,2.0,BMW
 C Class,2015,15789,Semi-Auto,42164,Diesel,30.0,64.2,2.1,Merc
 X5,2019,72990,Semi-Auto,4799,Hybrid,140.0,188.3,3.0,BMW
 E Class,2019,28980,Semi-Auto,13504,Diesel,145.0,58.9,2.0,Merc
 Astra,2019,11340,Manual,15900,Petrol,145.0,51.4,1.4,Vauxhall
 C Class,2015,10791,Manual,129000,Diesel,20.0,68.9,2.1,Merc
 1 Series,2016,9600,Manual,65435,Diesel,30.0,65.7,2.0,BMW
 A Class,2019,20999,Semi-Auto,6234,Petrol,145.0,53.3,1.3,Merc
 Astra,2017,9999,Manual,33237,Petrol,145.0,51.4,1.4,Vauxhall
 C Class,2019,33699,Semi-Auto,6225,Diesel,145.0,54.3,2.0,cclass
 C Class,2019,29299,Semi-Auto,5806,Petrol,145.0,54.3,2.0,cclass
 Aygo,2014,5995,Manual,33000,Petrol,0.0,69.0,1.0,toyota
 2 Series,2019,23722,Semi-Auto,123,Diesel,145.0,49.6,2.0,BMW
 Corsa,2017,7495,Manual,10427,Petrol,145.0,55.4,1.4,Vauxhall
 C Class,2016,18150,Semi-Auto,41356,Diesel,145.0,54.3,2.1,cclass
 A5,2020,40990,Semi-Auto,2900,Diesel,145.0,44.8,2.0,Audi
 1 Series,2016,14998,Manual,23879,Diesel,30.0,62.8,2.0,BMW
 2 Series,2017,17110,Semi-Auto,34032,Diesel,145.0,65.7,2.0,BMW
 C Class,2017,24995,Automatic,19500,Diesel,150.0,58.9,2.1,Merc
 1 Series,2019,15989,Automatic,9567,Petrol,145.0,55.5,1.5,BMW
 Fiesta,2018,10995,Manual,13609,Petrol,145.0,65.7,1.0,Ford
 GL Class,2017,29300,Automatic,28871,Diesel,145.0,45.6,3.0,Merc
 Focus,2019,16040,Manual,11535,Diesel,145.0,54.3,1.5,Focus
 A Class,2013,10891,Manual,30308,Diesel,20.0,72.4,1.5,Merc
 Fiesta,2017,8450,Manual,17294,Petrol,0.0,65.7,1.0,Ford
 Corsa,2018,9598,Manual,12184,Petrol,150.0,43.5,1.4,Vauxhall
 C-MAX,2014,7498,Manual,31343,Petrol,30.0,55.4,1.0,Ford
 Insignia,2016,8000,Manual,43500,Diesel,20.0,68.9,1.6,Vauxhall
 A5,2017,16498,Manual,68996,Diesel,30.0,64.2,2.0,Audi
 Focus,2019,16998,Manual,4152,Petrol,145.0,60.1,1.0,Ford
 Golf SV,2016,11998,Manual,29497,Petrol,125.0,50.4,1.4,VW
 Zafira,2016,9990,Manual,20259,Petrol,200.0,42.2,1.4,Vauxhall
 3 Series,2017,21299,Automatic,19351,Diesel,145.0,51.4,3.0,BMW
 Focus,2019,19390,Automatic,9439,Diesel,145.0,54.3,1.5,Focus
 C Class,2016,12998,Manual,53453,Diesel,145.0,54.3,2.1,cclass
 Verso,2017,12490,Manual,20501,Petrol,145.0,41.5,1.6,toyota
 Tiguan,2013,9543,Semi-Auto,69198,Diesel,205.0,47.7,2.0,VW
 Golf,2016,15498,Manual,10775,Petrol,20.0,60.1,1.4,VW
 A3,2015,9999,Manual,72952,Diesel,20.0,68.9,2.0,Audi
 3 Series,2018,20800,Automatic,23217,Diesel,145.0,64.2,2.0,BMW
 EcoSport,2018,11990,Semi-Auto,14335,Petrol,150.0,48.7,1.0,Ford
 Prius,2019,23995,Automatic,5278,Other,135.0,61.4,1.8,toyota
 Auris,2018,14188,Automatic,25797,Hybrid,135.0,68.8,1.8,toyota
 Fabia,2016,7789,Manual,23156,Petrol,20.0,60.1,1.2,Skoda
 Passat,2019,27990,Semi-Auto,8928,Diesel,145.0,52.3,2.0,VW
 Focus,2018,15490,Manual,26491,Diesel,145.0,54.3,1.5,Focus
 Corsa,2019,9800,Manual,15616,Petrol,145.0,43.5,1.4,Vauxhall
 Fiesta,2016,9947,Manual,24040,Diesel,0.0,78.5,1.5,Ford
 Golf,2016,16990,Manual,25499,Diesel,20.0,67.3,2.0,VW
 5 Series,2020,41995,Semi-Auto,100,Diesel,145.0,60.1,2.0,BMW
 Focus,2019,17410,Manual,1546,Petrol,145.0,54.3,1.0,Focus
 Q5,2019,38000,Semi-Auto,5700,Diesel,145.0,38.2,2.0,Audi
 Polo,2019,13450,Manual,7000,Petrol,145.0,47.9,1.0,VW
 Golf,2019,27295,Semi-Auto,6241,Diesel,145.0,52.3,2.0,VW
 Fiesta,2018,13499,Manual,5635,Petrol,145.0,58.9,1.0,Ford
 Fabia,2017,10995,Manual,10648,Petrol,145.0,58.9,1.2,Skoda
 Q3,2020,37000,Semi-Auto,3000,Diesel,145.0,47.1,2.0,Audi
 A3,2017,22495,Manual,16000,Petrol,200.0,40.4,2.0,Audi
 A1,2017,11495,Manual,27626,Petrol,150.0,67.3,1.0,Audi
 Octavia,2016,10650,Manual,19461,Diesel,0.0,74.3,1.6,Skoda
 Kuga,2018,12999,Automatic,34947,Diesel,145.0,58.9,1.5,Ford
 X3,2020,47000,Semi-Auto,1385,Hybrid,135.0,5.5,2.0,BMW
 Golf,2020,21498,Semi-Auto,10,Diesel,150.0,53.3,2.0,VW
 Corsa,2012,4399,Manual,36000,Petrol,125.0,51.4,1.2,Vauxhall
 Fiesta,2013,5356,Manual,69078,Diesel,0.0,85.6,1.6,Ford
 Scala,2019,19191,Manual,1037,Diesel,145.0,57.7,1.6,Skoda
 A5,2013,9991,Manual,62090,Diesel,30.0,64.2,2.0,Audi
 C Class,2015,15000,Automatic,44939,Diesel,30.0,64.2,2.1,Merc
 Hilux,2014,9694,Manual,93334,Diesel,260.0,38.7,2.5,toyota
 C Class,2018,22900,Semi-Auto,4500,Petrol,145.0,54.3,1.5,cclass
 Polo,2020,14250,Manual,1564,Petrol,145.0,48.7,1.0,VW
 Yaris,2018,9998,Manual,26413,Petrol,145.0,58.9,1.5,toyota
 4 Series,2016,21985,Automatic,33074,Diesel,160.0,51.4,3.0,BMW
 Kuga,2017,16998,Automatic,7293,Petrol,150.0,38.2,1.5,Ford
 Focus,2018,18500,Manual,23604,Diesel,145.0,67.3,2.0,Ford
 Tourneo Connect,2016,11995,Manual,21026,Diesel,30.0,64.2,1.5,Ford
 Q7,2019,47200,Automatic,2355,Diesel,150.0,32.8,3.0,Audi
 Focus,2017,11500,Automatic,20733,Petrol,150.0,51.4,1.0,Ford
 C Class,2015,16499,Automatic,33707,Diesel,145.0,54.3,2.1,cclass
 Focus,2017,14000,Automatic,5450,Petrol,145.0,54.3,1.0,Focus
 A Class,2014,13251,Semi-Auto,41700,Diesel,20.0,64.2,2.1,Merc
 Mokka X,2017,10610,Manual,22848,Petrol,200.0,42.2,1.6,Vauxhall
 Tucson,2017,13998,Manual,21679,Diesel,30.0,61.7,1.7,Hyundi
 Focus,2019,15790,Manual,8422,Petrol,150.0,60.1,1.0,Ford
 Crossland X,2019,15430,Automatic,5238,Petrol,145.0,44.8,1.2,Vauxhall
 C Class,2019,26995,Automatic,10765,Diesel,145.0,54.3,2.0,cclass
 I10,2017,7622,Manual,31189,Petrol,145.0,57.7,1.2,Hyundi
 Octavia,2016,12000,Semi-Auto,44676,Diesel,30.0,64.2,2.0,Skoda
 Superb,2017,18950,Semi-Auto,28800,Diesel,125.0,60.1,2.0,Skoda
 Fiesta,2015,7691,Manual,24755,Petrol,0.0,65.7,1.0,Ford
 C Class,2019,49780,Automatic,5654,Petrol,145.0,28.5,4.0,Merc
 Astra,2014,5590,Manual,48979,Petrol,125.0,51.4,1.4,Vauxhall
 Karoq,2019,18995,Manual,7723,Diesel,145.0,49.6,1.6,Skoda
